Date,Store,Category,UnitsSold,UnitPrice,Revenue
2024-06-21,Store B,Beauty,5,20.35,101.74
2024-06-21,Store C,Electronics,5,325.13,1625.65
2024-06-21,Store C,Clothing,4,27.84,111.34
2024-06-21,Store C,Groceries,8,12.99,103.95
2024-06-21,Store C,Home & Kitchen,9,110.56,995.04
2024-06-21,Store C,Beauty,7,38.16,267.09
2024-06-22,Store A,Electronics,15,237.63,3564.48
2024-06-22,Store A,Clothing,7,54.37,380.59
2024-06-22,Store A,Groceries,22,9.08,199.79
2024-06-22,Store A,Home & Kitchen,13,33.72,438.32
2024-06-22,Store A,Beauty,7,46.37,324.61
2024-06-22,Store B,Electronics,8,52.34,418.72
2024-06-22,Store B,Clothing,12,60.54,726.49
2024-06-22,Store B,Groceries,15,8.18,122.64
2024-06-22,Store B,Home & Kitchen,11,31.19,343.14
2024-06-22,Store B,Beauty,6,8.24,49.46
2024-06-22,Store C,Electronics,14,117.25,1641.48
2024-06-22,Store C,Clothing,8,22.13,177.01
2024-06-22,Store C,Groceries,15,23.44,351.65
2024-06-22,Store C,Home & Kitchen,7,60.94,426.61
2024-06-22,Store C,Beauty,7,41.13,287.9
2024-06-23,Store A,Electronics,17,50.81,863.77
2024-06-23,Store A,Clothing,15,78.34,1175.12
2024-06-23,Store A,Groceries,18,7.98,143.59
2024-06-23,Store A,Home & Kitchen,12,81.34,976.09
2024-06-23,Store A,Beauty,12,35.89,430.72
2024-06-23,Store B,Electronics,17,304.06,5169.04
2024-06-23,Store B,Clothing,13,45.81,595.55
2024-06-23,Store B,Groceries,13,5.08,65.99
2024-06-23,Store B,Home & Kitchen,8,11.64,93.1
2024-06-23,Store B,Beauty,5,43.39,216.96
2024-06-23,Store C,Electronics,7,310.58,2174.09
2024-06-23,Store C,Clothing,8,22.17,177.32
2024-06-23,Store C,Groceries,6,24.11,144.68
2024-06-23,Store C,Home & Kitchen,6,119.99,719.94
2024-06-23,Store C,Beauty,9,13.55,121.93
2024-06-24,Store A,Electronics,11,392.7,4319.66
2024-06-24,Store A,Clothing,11,25.84,284.28
2024-06-24,Store A,Groceries,15,22.67,340.04
2024-06-24,Store A,Home & Kitchen,5,28.59,142.96
2024-06-24,Store A,Beauty,1,34.08,34.08
2024-06-24,Store B,Electronics,14,235.34,3294.72
2024-06-24,Store B,Clothing,11,36.2,398.15
2024-06-24,Store B,Groceries,18,20.74,373.4
2024-06-24,Store B,Home & Kitchen,5,16.56,82.82
2024-06-24,Store B,Beauty,4,42.49,169.96
2024-06-24,Store C,Electronics,14,103.24,1445.38
2024-06-24,Store C,Clothing,6,23.42,140.52
2024-06-24,Store C,Groceries,14,16.87,236.14
2024-06-24,Store C,Home & Kitchen,7,11.05,77.38
2024-06-24,Store C,Beauty,5,12.11,60.57
2024-06-25,Store A,Electronics,12,112.13,1345.54
2024-06-25,Store A,Clothing,9,46.28,416.55
2024-06-25,Store A,Groceries,12,9.59,115.04
2024-06-25,Store A,Home & Kitchen,2,41.68,83.36
2024-06-25,Store A,Beauty,9,24.11,217.03
2024-06-25,Store B,Electronics,11,230.55,2536.1
2024-06-25,Store B,Clothing,5,18.87,94.34
2024-06-25,Store B,Groceries,10,21.85,218.54
2024-06-25,Store B,Home & Kitchen,10,27.07,270.73
2024-06-25,Store B,Beauty,3,18.5,55.49
2024-06-25,Store C,Electronics,8,129.23,1033.82
2024-06-25,Store C,Clothing,2,31.36,62.71
2024-06-25,Store C,Groceries,13,10.41,135.34
2024-06-25,Store C,Home & Kitchen,9,78.55,706.97
2024-06-25,Store C,Beauty,5,14.46,72.29
2024-06-26,Store A,Electronics,10,330.25,3302.54
2024-06-26,Store A,Clothing,11,50.84,559.2
2024-06-26,Store A,Groceries,6,9.69,58.12
2024-06-26,Store A,Home & Kitchen,13,62.55,813.18
2024-06-26,Store A,Beauty,7,38.5,269.53
2024-06-26,Store B,Electronics,5,59.18,295.89
2024-06-26,Store B,Clothing,7,37.12,259.81
2024-06-26,Store B,Groceries,5,13.73,68.66
2024-06-26,Store B,Home & Kitchen,12,114.96,1379.49
2024-06-26,Store B,Beauty,8,25.04,200.31
2024-06-26,Store C,Electronics,6,82.03,492.15
2024-06-26,Store C,Clothing,7,58.77,411.37
2024-06-26,Store C,Groceries,11,15.38,169.14
2024-06-26,Store C,Home & Kitchen,5,100.2,500.98
2024-06-26,Store C,Beauty,3,38.37,115.1
2024-06-27,Store A,Electronics,13,184.15,2394.01
2024-06-27,Store A,Clothing,8,67.45,539.63
2024-06-27,Store A,Groceries,19,16.03,304.53
2024-06-27,Store A,Home & Kitchen,7,87.06,609.4
2024-06-27,Store A,Beauty,10,29.08,290.83
2024-06-27,Store B,Electronics,9,130.21,1171.85
2024-06-27,Store B,Clothing,6,54.24,325.45
2024-06-27,Store B,Groceries,17,19.51,331.68
2024-06-27,Store B,Home & Kitchen,8,74.09,592.71
2024-06-27,Store B,Beauty,6,23.48,140.9
2024-06-27,Store C,Electronics,9,281.15,2530.35
2024-06-27,Store C,Clothing,7,59.04,413.26
2024-06-27,Store C,Groceries,6,6.06,36.37
2024-06-27,Store C,Home & Kitchen,1,67.75,67.75
2024-06-27,Store C,Beauty,2,12.8,25.59
2024-06-28,Store A,Electronics,8,320.4,2563.19
2024-06-28,Store A,Clothing,9,25.07,225.67
2024-06-28,Store A,Groceries,11,23.98,263.75
2024-06-28,Store A,Home & Kitchen,5,57.54,287.7
2024-06-28,Store A,Beauty,7,51.07,357.51
2024-06-28,Store B,Electronics,9,206.88,1861.91
2024-06-28,Store B,Clothing,13,64.46,837.94
2024-06-28,Store B,Groceries,11,4.69,51.64
2024-06-28,Store B,Home & Kitchen,10,74.33,743.27
2024-06-28,Store B,Beauty,10,11.13,111.32
2024-06-28,Store C,Electronics,7,71.89,503.21
2024-06-28,Store C,Clothing,4,47.25,188.99
2024-06-28,Store C,Groceries,11,6.75,74.24
2024-06-28,Store C,Home & Kitchen,4,45.87,183.47
2024-06-28,Store C,Beauty,4,34.74,138.96
2024-06-29,Store A,Electronics,18,262.88,4731.78
2024-06-29,Store A,Clothing,12,21.02,252.2
2024-06-29,Store A,Groceries,36,4.71,169.45
2024-06-29,Store A,Home & Kitchen,7,68.29,478.06
2024-06-29,Store A,Beauty,9,37.11,333.99
2024-06-29,Store B,Electronics,12,183.51,2202.07
2024-06-29,Store B,Clothing,11,22.06,242.62
2024-06-29,Store B,Groceries,12,15.12,181.43
2024-06-29,Store B,Home & Kitchen,12,37.43,449.12
2024-06-29,Store B,Beauty,4,40.56,162.26
2024-06-29,Store C,Electronics,13,61.74,802.59
2024-06-29,Store C,Clothing,7,18.57,129.98
2024-06-29,Store C,Groceries,7,6.9,48.33
2024-06-29,Store C,Home & Kitchen,8,51.77,414.18
2024-06-29,Store C,Beauty,7,24.65,172.54
2024-06-30,Store A,Electronics,15,288.21,4323.14
2024-06-30,Store A,Clothing,8,42.48,339.8
2024-06-30,Store A,Groceries,15,20.48,307.15
2024-06-30,Store A,Home & Kitchen,5,15.75,78.74
2024-06-30,Store A,Beauty,6,44.35,266.11
2024-06-30,Store B,Electronics,9,112.79,1015.12
2024-06-30,Store B,Clothing,14,26.65,373.07
2024-06-30,Store B,Groceries,11,8.23,90.49
2024-06-30,Store B,Home & Kitchen,8,107.63,861.04
2024-06-30,Store B,Beauty,2,57.24,114.47
2024-06-30,Store C,Electronics,13,184.71,2401.2
2024-06-30,Store C,Clothing,12,38.88,466.54
2024-06-30,Store C,Groceries,16,6.34,101.48
2024-06-30,Store C,Home & Kitchen,6,95.06,570.38
2024-06-30,Store C,Beauty,5,56.7,283.52
2024-07-01,Store A,Electronics,8,374.87,2998.93
2024-07-01,Store A,Clothing,11,79.77,877.48
2024-07-01,Store A,Groceries,26,10.68,277.81
2024-07-01,Store A,Home & Kitchen,9,56.21,505.93
2024-07-01,Store A,Beauty,6,44.6,267.57
2024-07-01,Store B,Electronics,18,286.54,5157.69
2024-07-01,Store B,Clothing,9,43.18,388.66
2024-07-01,Store B,Groceries,15,16.92,253.81
2024-07-01,Store B,Home & Kitchen,10,81.24,812.38
2024-07-01,Store B,Beauty,8,17.2,137.58
2024-07-01,Store C,Electronics,17,348.49,5924.35
2024-07-01,Store C,Clothing,6,51.66,309.93
2024-07-01,Store C,Groceries,10,10.08,100.81
2024-07-01,Store C,Home & Kitchen,3,37.34,112.01
2024-07-01,Store C,Beauty,3,16.65,49.95
2024-07-02,Store A,Electronics,7,396.31,2774.17
2024-07-02,Store A,Clothing,7,59.1,413.71
2024-07-02,Store A,Groceries,14,2.47,34.64
2024-07-02,Store A,Home & Kitchen,9,105.4,948.57
2024-07-02,Store A,Beauty,5,16.34,81.7
2024-07-02,Store B,Electronics,11,301.11,3312.22
2024-07-02,Store B,Clothing,6,66.9,401.41
2024-07-02,Store B,Groceries,11,22.41,246.52
2024-07-02,Store B,Home & Kitchen,7,89.64,627.47
2024-07-02,Store B,Beauty,6,49.23,295.36
2024-07-02,Store C,Electronics,4,198.71,794.84
2024-07-02,Store C,Clothing,6,59.99,359.95
2024-07-02,Store C,Groceries,11,20.45,224.92
2024-07-02,Store C,Home & Kitchen,7,109.59,767.12
2024-07-02,Store C,Beauty,7,58.59,410.11
2024-07-03,Store A,Electronics,18,357.45,6434.16
2024-07-03,Store A,Clothing,9,30.16,271.4
2024-07-03,Store A,Groceries,17,17.26,293.49
2024-07-03,Store A,Home & Kitchen,6,62.82,376.94
2024-07-03,Store A,Beauty,9,15.48,139.29
2024-07-03,Store B,Electronics,13,136.57,1775.42
2024-07-03,Store B,Clothing,3,75.43,226.29
2024-07-03,Store B,Groceries,18,24.9,448.2
2024-07-03,Store B,Home & Kitchen,5,33.25,166.26
2024-07-03,Store B,Beauty,7,49.7,347.92
2024-07-03,Store C,Electronics,10,316.6,3165.97
2024-07-03,Store C,Clothing,5,62.72,313.58
2024-07-03,Store C,Groceries,14,15.1,211.45
2024-07-03,Store C,Home & Kitchen,4,32.38,129.5
2024-07-03,Store C,Beauty,6,53.19,319.12
2024-07-04,Store A,Electronics,12,374.61,4495.28
2024-07-04,Store A,Clothing,14,34.66,485.2
2024-07-04,Store A,Groceries,20,17.2,343.99
2024-07-04,Store A,Home & Kitchen,8,91.27,730.14
2024-07-04,Store A,Beauty,16,8.86,141.72
2024-07-04,Store B,Electronics,10,259.36,2593.62
2024-07-04,Store B,Clothing,7,32.69,228.82
2024-07-04,Store B,Groceries,12,2.47,29.7
2024-07-04,Store B,Home & Kitchen,10,37.15,371.46
2024-07-04,Store B,Beauty,4,12.83,51.32
2024-07-04,Store C,Electronics,7,260.33,1822.3
2024-07-04,Store C,Clothing,5,73.51,367.57
2024-07-04,Store C,Groceries,9,18.34,165.08
2024-07-04,Store C,Home & Kitchen,5,69.33,346.66
2024-07-04,Store C,Beauty,5,33.3,166.48
2024-07-05,Store A,Electronics,15,249.38,3740.74
2024-07-05,Store A,Clothing,9,49.05,441.43
2024-07-05,Store A,Groceries,12,5.52,66.19
2024-07-05,Store A,Home & Kitchen,8,36.94,295.5
2024-07-05,Store A,Beauty,3,57.06,171.18
2024-07-05,Store B,Electronics,10,85.65,856.51
2024-07-05,Store B,Clothing,8,41.18,329.46
2024-07-05,Store B,Groceries,15,24.74,371.16
2024-07-05,Store B,Home & Kitchen,3,108.88,326.64
2024-07-05,Store B,Beauty,7,35.43,248.0
2024-07-05,Store C,Electronics,9,359.58,3236.26
2024-07-05,Store C,Clothing,8,74.62,596.94
2024-07-05,Store C,Groceries,11,11.7,128.65
2024-07-05,Store C,Home & Kitchen,4,96.91,387.65
2024-07-05,Store C,Beauty,6,50.18,301.08
2024-07-06,Store A,Electronics,21,61.82,1298.28
2024-07-06,Store A,Clothing,18,51.7,930.65
2024-07-06,Store A,Groceries,17,3.74,63.53
2024-07-06,Store A,Home & Kitchen,8,64.13,513.02
2024-07-06,Store A,Beauty,13,40.65,528.48
2024-07-06,Store B,Electronics,19,360.56,6850.56
2024-07-06,Store B,Clothing,10,54.7,547.04
2024-07-06,Store B,Groceries,15,14.2,212.97
2024-07-06,Store B,Home & Kitchen,8,11.58,92.66
2024-07-06,Store B,Beauty,9,21.18,190.61
2024-07-06,Store C,Electronics,5,331.07,1655.37
2024-07-06,Store C,Clothing,13,49.05,637.59
2024-07-06,Store C,Groceries,20,23.49,469.86
2024-07-06,Store C,Home & Kitchen,12,61.36,736.36
2024-07-06,Store C,Beauty,6,24.82,148.9
2024-07-07,Store A,Electronics,13,192.25,2499.25
2024-07-07,Store A,Clothing,16,34.72,555.45
2024-07-07,Store A,Groceries,25,16.36,408.99
2024-07-07,Store A,Home & Kitchen,11,10.84,119.29
2024-07-07,Store A,Beauty,8,37.09,296.74
2024-07-07,Store B,Electronics,14,290.59,4068.24
2024-07-07,Store B,Clothing,13,18.02,234.28
2024-07-07,Store B,Groceries,17,15.61,265.43
2024-07-07,Store B,Home & Kitchen,16,39.89,638.28
2024-07-07,Store B,Beauty,11,30.81,338.87
2024-07-07,Store C,Electronics,10,183.41,1834.14
2024-07-07,Store C,Clothing,5,69.74,348.69
2024-07-07,Store C,Groceries,18,21.69,390.43
2024-07-07,Store C,Home & Kitchen,7,40.4,282.79
2024-07-07,Store C,Beauty,10,36.57,365.68
2024-07-08,Store A,Electronics,16,181.53,2904.49
2024-07-08,Store A,Clothing,17,44.65,759.03
2024-07-08,Store A,Groceries,10,8.94,89.37
2024-07-08,Store A,Home & Kitchen,6,88.86,533.13
2024-07-08,Store A,Beauty,4,27.6,110.38
2024-07-08,Store B,Electronics,5,398.47,1992.36
2024-07-08,Store B,Clothing,6,46.98,281.86
2024-07-08,Store B,Groceries,14,19.07,266.92
2024-07-08,Store B,Home & Kitchen,8,63.0,504.01
2024-07-08,Store B,Beauty,5,6.2,31.02
2024-07-08,Store C,Electronics,7,151.41,1059.87
2024-07-08,Store C,Clothing,12,39.91,478.9
2024-07-08,Store C,Groceries,10,17.63,176.33
2024-07-08,Store C,Home & Kitchen,4,41.86,167.45
2024-07-08,Store C,Beauty,2,7.9,15.8
2024-07-09,Store A,Electronics,12,185.25,2223.02
2024-07-09,Store A,Clothing,8,68.87,550.92
2024-07-09,Store A,Groceries,13,11.27,146.53
2024-07-09,Store A,Home & Kitchen,9,16.37,147.33
2024-07-09,Store A,Beauty,9,16.11,144.95
2024-07-09,Store B,Electronics,13,219.45,2852.83
2024-07-09,Store B,Clothing,10,38.79,387.89
2024-07-09,Store B,Groceries,8,11.66,93.26
2024-07-09,Store B,Home & Kitchen,9,115.51,1039.58
2024-07-09,Store B,Beauty,9,29.83,268.46
2024-07-09,Store C,Electronics,4,338.52,1354.07
2024-07-09,Store C,Clothing,4,21.63,86.53
2024-07-09,Store C,Groceries,13,18.35,238.55
2024-07-09,Store C,Home & Kitchen,6,10.43,62.58
2024-07-09,Store C,Beauty,4,53.86,215.42
2024-07-10,Store A,Electronics,13,356.5,4634.56
2024-07-10,Store A,Clothing,13,74.99,974.83
2024-07-10,Store A,Groceries,8,17.66,141.25
2024-07-10,Store A,Home & Kitchen,7,18.76,131.29
2024-07-10,Store A,Beauty,3,29.42,88.27
2024-07-10,Store B,Electronics,13,228.71,2973.24
2024-07-10,Store B,Clothing,9,77.83,700.48
2024-07-10,Store B,Groceries,10,10.73,107.3
2024-07-10,Store B,Home & Kitchen,7,102.14,714.97
2024-07-10,Store B,Beauty,5,8.51,42.57
2024-07-10,Store C,Electronics,7,359.54,2516.76
2024-07-10,Store C,Clothing,5,65.35,326.73
2024-07-10,Store C,Groceries,11,24.07,264.82
2024-07-10,Store C,Home & Kitchen,3,57.3,171.89
2024-07-10,Store C,Beauty,6,6.77,40.6
2024-07-11,Store A,Electronics,14,350.31,4904.27
2024-07-11,Store A,Clothing,4,69.17,276.69
2024-07-11,Store A,Groceries,13,15.89,206.57
2024-07-11,Store A,Home & Kitchen,7,87.12,609.81
2024-07-11,Store A,Beauty,6,39.56,237.35
2024-07-11,Store B,Electronics,7,137.17,960.21
2024-07-11,Store B,Clothing,6,69.2,415.22
2024-07-11,Store B,Groceries,10,3.71,37.1
2024-07-11,Store B,Home & Kitchen,5,23.27,116.35
2024-07-11,Store B,Beauty,11,24.84,273.19
2024-07-11,Store C,Electronics,4,53.04,212.15
2024-07-11,Store C,Clothing,11,15.77,173.46
2024-07-11,Store C,Groceries,11,14.87,163.59
2024-07-11,Store C,Home & Kitchen,6,109.79,658.74
2024-07-11,Store C,Beauty,5,35.82,179.1
2024-07-12,Store A,Electronics,6,329.78,1978.69
2024-07-12,Store A,Clothing,12,56.01,672.07
2024-07-12,Store A,Groceries,19,6.32,120.16
2024-07-12,Store A,Home & Kitchen,11,75.1,826.14
2024-07-12,Store A,Beauty,3,42.41,127.23
2024-07-12,Store B,Electronics,7,265.52,1858.64
2024-07-12,Store B,Clothing,8,35.72,285.73
2024-07-12,Store B,Groceries,6,8.36,50.18
2024-07-12,Store B,Home & Kitchen,7,25.36,177.52
2024-07-12,Store B,Beauty,7,8.99,62.91
2024-07-12,Store C,Electronics,11,156.23,1718.56
2024-07-12,Store C,Clothing,10,45.07,450.74
2024-07-12,Store C,Groceries,3,7.33,21.99
2024-07-12,Store C,Home & Kitchen,3,32.0,95.99
2024-07-12,Store C,Beauty,4,46.36,185.44
2024-07-13,Store A,Electronics,16,122.67,1962.71
2024-07-13,Store A,Clothing,17,59.09,1004.53
2024-07-13,Store A,Groceries,20,5.72,114.44
2024-07-13,Store A,Home & Kitchen,11,111.81,1229.9
2024-07-13,Store A,Beauty,8,42.05,336.36
2024-07-13,Store B,Electronics,21,126.48,2656.1
2024-07-13,Store B,Clothing,11,24.42,268.61
2024-07-13,Store B,Groceries,20,11.9,238.03
2024-07-13,Store B,Home & Kitchen,4,34.37,137.47
2024-07-13,Store B,Beauty,8,39.69,317.49
2024-07-13,Store C,Electronics,14,191.28,2677.88
2024-07-13,Store C,Clothing,4,52.69,210.74
2024-07-13,Store C,Groceries,14,2.39,33.41
2024-07-13,Store C,Home & Kitchen,10,32.05,320.45
2024-07-13,Store C,Beauty,4,7.11,28.44
2024-07-14,Store A,Electronics,13,70.6,917.78
2024-07-14,Store A,Clothing,12,18.8,225.63
2024-07-14,Store A,Groceries,22,17.31,380.74
2024-07-14,Store A,Home & Kitchen,9,99.94,899.48
2024-07-14,Store A,Beauty,13,26.84,348.89
2024-07-14,Store B,Electronics,18,346.08,6229.43
2024-07-14,Store B,Clothing,13,73.96,961.47
2024-07-14,Store B,Groceries,19,22.91,435.31
2024-07-14,Store B,Home & Kitchen,4,83.4,333.61
2024-07-14,Store B,Beauty,7,13.79,96.53
2024-07-14,Store C,Electronics,8,125.54,1004.29
2024-07-14,Store C,Clothing,6,79.73,478.36
2024-07-14,Store C,Groceries,10,4.09,40.88
2024-07-14,Store C,Home & Kitchen,2,79.09,158.18
2024-07-15,Store A,Electronics,11,276.97,3046.7
2024-07-15,Store A,Clothing,8,43.42,347.36
2024-07-15,Store A,Groceries,17,2.2,37.4
2024-07-15,Store A,Home & Kitchen,8,81.21,649.69
2024-07-15,Store A,Beauty,5,22.34,111.71
2024-07-15,Store B,Electronics,10,259.76,2597.59
2024-07-15,Store B,Clothing,9,24.56,221.01
2024-07-15,Store B,Groceries,7,11.48,80.35
2024-07-15,Store B,Home & Kitchen,6,25.54,153.22
2024-07-15,Store B,Beauty,5,8.54,42.71
2024-07-15,Store C,Electronics,10,263.05,2630.51
2024-07-15,Store C,Groceries,8,13.27,106.14
2024-07-15,Store C,Home & Kitchen,8,106.54,852.33
2024-07-15,Store C,Beauty,3,6.89,20.68
2024-07-16,Store A,Electronics,14,220.33,3084.59
2024-07-16,Store A,Clothing,7,30.1,210.7
2024-07-16,Store A,Groceries,22,21.63,475.8
2024-07-16,Store A,Home & Kitchen,9,47.94,431.48
2024-07-16,Store A,Beauty,8,36.32,290.57
2024-07-16,Store B,Electronics,9,365.57,3290.16
2024-07-16,Store B,Clothing,8,29.06,232.44
2024-07-16,Store B,Groceries,11,23.34,256.73
2024-07-16,Store B,Home & Kitchen,7,84.61,592.3
2024-07-16,Store B,Beauty,2,44.87,89.73
2024-07-16,Store C,Electronics,6,341.41,2048.44
2024-07-16,Store C,Clothing,7,26.02,182.11
2024-07-16,Store C,Groceries,11,16.58,182.37
2024-07-16,Store C,Home & Kitchen,9,74.25,668.22
2024-07-16,Store C,Beauty,4,38.24,152.96
2024-07-17,Store A,Electronics,13,119.93,1559.11
2024-07-17,Store A,Clothing,8,72.27,578.19
2024-07-17,Store A,Groceries,12,19.32,231.82
2024-07-17,Store A,Home & Kitchen,7,118.65,830.54
2024-07-17,Store A,Beauty,4,57.27,229.09
2024-07-17,Store B,Electronics,7,376.75,2637.28
2024-07-17,Store B,Clothing,7,45.26,316.85
2024-07-17,Store B,Groceries,11,11.43,125.73
2024-07-17,Store B,Home & Kitchen,7,16.5,115.47
2024-07-17,Store B,Beauty,8,50.43,403.47
2024-07-17,Store C,Electronics,5,147.33,736.66
2024-07-17,Store C,Clothing,9,36.71,330.43
2024-07-17,Store C,Groceries,9,22.21,199.9
2024-07-17,Store C,Home & Kitchen,9,12.71,114.42
2024-07-17,Store C,Beauty,4,27.07,108.27
2024-07-18,Store A,Electronics,18,150.36,2706.57
2024-07-18,Store A,Clothing,10,43.32,433.19
2024-07-18,Store A,Groceries,12,11.66,139.91
2024-07-18,Store A,Home & Kitchen,4,99.51,398.05
2024-07-18,Store A,Beauty,7,34.18,239.29
2024-07-18,Store B,Electronics,16,370.93,5934.9
2024-07-18,Store B,Clothing,6,74.83,448.99
2024-07-18,Store B,Groceries,15,20.58,308.69
2024-07-18,Store B,Home & Kitchen,7,60.98,426.89
2024-07-18,Store B,Beauty,2,7.11,14.22
2024-07-18,Store C,Electronics,10,277.81,2778.08
2024-07-18,Store C,Clothing,6,22.51,135.05
2024-07-18,Store C,Groceries,11,17.95,197.42
2024-07-18,Store C,Home & Kitchen,3,119.87,359.62
2024-07-18,Store C,Beauty,3,27.8,83.4
2024-07-19,Store A,Electronics,7,102.82,719.71
2024-07-19,Store A,Clothing,10,56.6,565.98
2024-07-19,Store A,Groceries,19,23.09,438.75
2024-07-19,Store A,Home & Kitchen,2,89.0,178.0
2024-07-19,Store A,Beauty,5,50.52,252.62
2024-07-19,Store B,Electronics,6,391.89,2351.35
2024-07-19,Store B,Clothing,4,49.22,196.87
2024-07-19,Store B,Groceries,9,20.31,182.82
2024-07-19,Store B,Home & Kitchen,9,97.23,875.11
2024-07-19,Store B,Beauty,6,58.82,352.91
2024-07-19,Store C,Electronics,13,133.07,1729.87
2024-07-19,Store C,Clothing,8,62.26,498.1
2024-07-19,Store C,Groceries,14,15.19,212.71
2024-07-19,Store C,Home & Kitchen,8,115.85,926.79
2024-07-20,Store A,Electronics,14,162.92,2280.88
2024-07-20,Store A,Clothing,14,34.74,486.31
2024-07-20,Store A,Groceries,12,16.31,195.75
2024-07-20,Store A,Home & Kitchen,5,53.18,265.88
2024-07-20,Store A,Beauty,15,58.39,875.86
2024-07-20,Store B,Electronics,12,102.76,1233.07
2024-07-20,Store B,Clothing,7,67.59,473.14
2024-07-20,Store B,Groceries,16,6.16,98.6
2024-07-20,Store B,Home & Kitchen,9,64.9,584.11
2024-07-20,Store B,Beauty,10,8.67,86.72
2024-07-20,Store C,Electronics,10,301.78,3017.83
2024-07-20,Store C,Clothing,7,17.38,121.65
2024-07-20,Store C,Groceries,18,13.25,238.48
2024-07-20,Store C,Home & Kitchen,7,104.95,734.67
2024-07-20,Store C,Beauty,6,14.01,84.08
2024-07-21,Store A,Electronics,12,114.97,1379.66
2024-07-21,Store A,Clothing,9,77.83,700.51
2024-07-21,Store A,Groceries,23,24.7,568.2
2024-07-21,Store A,Home & Kitchen,12,50.25,602.96
2024-07-21,Store A,Beauty,5,7.63,38.15
2024-07-21,Store B,Electronics,12,50.76,609.14
2024-07-21,Store B,Clothing,14,35.93,503.08
2024-07-21,Store B,Groceries,14,14.09,197.2
2024-07-21,Store B,Home & Kitchen,8,40.94,327.54
2024-07-21,Store B,Beauty,8,31.94,255.52
2024-07-21,Store C,Electronics,8,123.01,984.09
2024-07-21,Store C,Clothing,5,57.5,287.49
2024-07-21,Store C,Groceries,13,10.38,134.93
2024-07-21,Store C,Home & Kitchen,7,47.09,329.65
2024-07-21,Store C,Beauty,5,30.21,151.03
2024-07-22,Store A,Electronics,11,227.41,2501.52
2024-07-22,Store A,Clothing,11,38.38,422.23
2024-07-22,Store A,Groceries,11,10.2,112.25
2024-07-22,Store A,Home & Kitchen,10,54.08,540.79
2024-07-22,Store A,Beauty,4,14.15,56.6
2024-07-22,Store B,Electronics,10,112.91,1129.06
2024-07-22,Store B,Clothing,6,22.09,132.57
2024-07-22,Store B,Groceries,14,7.31,102.36
2024-07-22,Store B,Home & Kitchen,5,59.24,296.19
2024-07-22,Store B,Beauty,8,37.95,303.58
2024-07-22,Store C,Electronics,14,178.68,2501.52
2024-07-22,Store C,Clothing,8,45.13,361.07
2024-07-22,Store C,Groceries,9,6.17,55.5
2024-07-22,Store C,Home & Kitchen,3,117.55,352.65
2024-07-22,Store C,Beauty,6,6.97,41.8
2024-07-23,Store A,Electronics,13,319.47,4153.11
2024-07-23,Store A,Clothing,9,21.93,197.36
2024-07-23,Store A,Groceries,26,16.72,434.72
2024-07-23,Store A,Home & Kitchen,3,30.29,90.88
2024-07-23,Store A,Beauty,3,24.44,73.32
2024-07-23,Store B,Electronics,7,135.55,948.85
2024-07-23,Store B,Clothing,4,24.28,97.13
2024-07-23,Store B,Groceries,19,12.36,234.84
2024-07-23,Store B,Home & Kitchen,9,18.02,162.19
2024-07-23,Store B,Beauty,3,53.67,161.02
2024-07-23,Store C,Electronics,6,224.38,1346.27
2024-07-23,Store C,Clothing,4,58.92,235.67
2024-07-23,Store C,Groceries,15,10.7,160.55
2024-07-23,Store C,Home & Kitchen,5,103.71,518.56
2024-07-23,Store C,Beauty,5,56.44,282.19
2024-07-24,Store A,Electronics,12,65.57,786.8
2024-07-24,Store A,Clothing,13,49.66,645.6
2024-07-24,Store A,Groceries,11,21.68,238.53
2024-07-24,Store A,Home & Kitchen,9,64.75,582.73
2024-07-24,Store A,Beauty,4,11.88,47.54
2024-07-24,Store B,Electronics,10,238.64,2386.38
2024-07-24,Store B,Clothing,6,31.98,191.88
2024-07-24,Store B,Groceries,19,12.23,232.28
2024-07-24,Store B,Home & Kitchen,11,17.27,189.98
2024-07-24,Store B,Beauty,4,42.8,171.19
2024-07-24,Store C,Electronics,5,100.29,501.44
2024-07-24,Store C,Clothing,7,67.73,474.12
2024-07-24,Store C,Groceries,8,4.05,32.4
2024-07-24,Store C,Home & Kitchen,4,54.47,217.89
2024-07-24,Store C,Beauty,3,52.77,158.31
2024-07-25,Store A,Electronics,12,343.82,4125.87
2024-07-25,Store A,Clothing,10,32.02,320.24
2024-07-25,Store A,Groceries,18,20.06,361.14
2024-07-25,Store A,Home & Kitchen,5,53.27,266.33
2024-07-25,Store A,Beauty,7,38.38,268.64
2024-07-25,Store B,Electronics,8,259.85,2078.8
2024-07-25,Store B,Clothing,5,66.04,330.19
2024-07-25,Store B,Groceries,12,24.33,292.0
2024-07-25,Store B,Home & Kitchen,9,94.5,850.51
2024-07-25,Store B,Beauty,3,13.64,40.92
2024-07-25,Store C,Electronics,7,154.46,1081.21
2024-07-25,Store C,Clothing,4,16.56,66.24
2024-07-25,Store C,Groceries,8,7.71,61.7
2024-07-25,Store C,Home & Kitchen,4,96.07,384.27
2024-07-25,Store C,Beauty,8,57.2,457.59
2024-07-26,Store A,Electronics,15,186.65,2799.76
2024-07-26,Store A,Clothing,8,17.52,140.12
2024-07-26,Store A,Groceries,12,23.39,280.71
2024-07-26,Store A,Home & Kitchen,4,40.01,160.05
