OrderID,OrderDate,Region,Category,UnitsSold,UnitPrice,Revenue
1447,2026-01-15,North,Electronics,30.0,211.0,6330.0
1448,2026-02-23,South,Clothing,26.0,243.27,6325.02
1449,2026-07-07,South,Electronics,46.0,14.5,667.0
1450,2026-04-11,South,Sports,47.0,133.61,6279.670000000001
1451,2026-01-08,East,Electronics,31.0,381.34,11821.539999999999
1452,2026-02-22,East,Clothing,38.0,72.87,2769.0600000000004
1453,2026-03-01,South,Beauty,32.0,233.715,7478.88
1454,2026-04-18,West,Sports,11.0,111.52,1226.72
1455,2026-01-05,North,Clothing,45.0,11.0,495.0
1456,2026-04-13,South,Sports,25.0,124.39,3109.75
1457,2026-07-15,West,Home & Kitchen,33.0,488.06,16105.98
1458,2026-01-06,North,Electronics,38.0,401.76,15266.88
1459,2026-04-19,South,Home & Kitchen,41.0,479.99,19679.59
1460,2026-04-26,South,Clothing,26.0,246.49,6408.74
1461,2026-04-04,East,Beauty,11.0,59.32,652.52
1462,2026-02-16,North,Sports,22.0,276.24,6077.280000000001
1463,2026-04-09,North,Electronics,24.0,229.92,5518.08
1464,2026-02-24,North,Sports,41.0,422.96,17341.36
1465,2026-06-17,East,Clothing,17.0,53.55,910.3499999999999
1466,2026-02-21,East,Sports,12.0,246.68,2960.16
1467,2026-05-24,East,Electronics,46.0,79.27,3646.4199999999996
1468,2026-01-13,East,Clothing,32.0,165.71,5302.72
1469,2026-04-24,North,Sports,15.0,369.99,5549.85
1470,2026-05-04,North,Beauty,16.0,240.63,3850.08
1471,2026-04-16,South,Clothing,22.0,191.06,4203.32
1472,2026-06-07,South,Clothing,28.0,200.27,5607.56
1473,2026-05-27,East,Beauty,20.0,232.43,4648.6
1474,2026-05-25,East,Home & Kitchen,33.0,393.58,12988.14
1475,2026-04-30,East,Electronics,10.0,446.58,4465.8
1476,2026-03-04,South,Home & Kitchen,40.0,477.89,19115.6
1477,2026-01-19,West,Sports,32.0,394.52,12624.64
1478,2026-04-02,West,Beauty,33.0,161.13,5317.29
1479,2026-02-27,South,Home & Kitchen,2.0,345.63,691.26
1480,2026-07-02,South,Clothing,33.0,221.61,7313.13
1481,2026-03-31,South,Sports,33.0,131.06,4324.9800000000005
1482,2026-04-27,South,Sports,41.0,421.23,17270.43
1483,2026-03-03,South,Home & Kitchen,13.0,24.02,312.26
1484,2026-01-23,South,Home & Kitchen,30.0,451.37,13541.1
1485,2026-05-07,East,Beauty,33.0,233.43,7703.1900000000005
1486,2026-05-17,East,Electronics,13.0,320.41,4165.33
1487,2026-05-20,East,Home & Kitchen,26.0,331.38,8615.88
1488,2026-05-09,East,Home & Kitchen,26.0,448.08,11650.08
1489,2026-02-27,South,Clothing,39.0,320.15,12485.849999999999
1490,2026-05-02,West,Sports,2.0,308.9,617.8
1491,2026-01-01,North,Electronics,38.0,37.99,1443.6200000000001
1492,2026-02-03,South,Clothing,39.0,261.61,10202.79
1493,2026-04-06,North,Beauty,26.0,79.33,2062.58
1494,2026-05-06,West,Beauty,46.0,370.03,17021.379999999997
1495,2026-04-28,East,Home & Kitchen,15.0,258.55,3878.25
1496,2026-02-17,West,Home & Kitchen,34.0,341.71,11618.14
1497,2026-03-30,South,Beauty,42.0,25.63,1076.46
1498,2026-04-27,East,Home & Kitchen,44.0,46.97,2066.68
1499,2026-05-09,South,Electronics,49.0,359.58,17619.42
1500,2026-01-16,East,Home & Kitchen,40.0,40.68,1627.2
1305,2026-06-15,West,Home & Kitchen,31.0,117.19,3632.89
1048,2026-01-21,East,Clothing,25.0,215.62,5390.5
1068,2026-02-04,East,Sports,14.0,70.13,981.8199999999999
1480,2026-07-02,South,Clothing,33.0,221.61,7313.13
1486,2026-05-17,East,Electronics,13.0,320.41,4165.33
1311,2026-04-03,East,Clothing,6.0,120.69,724.14
1032,2026-02-18,West,Home & Kitchen,10.0,251.61,2516.1000000000004
1091,2026-02-09,West,Beauty,26.0,485.06,12611.56
1323,2026-02-02,East,Sports,29.0,235.28,6823.12
1169,2026-07-04,East,Electronics,34.0,488.7,16615.8
1120,2026-01-28,West,Electronics,18.0,65.44,1177.92
1306,2026-04-14,East,Beauty,34.0,180.72,6144.48
1435,2026-07-05,West,Beauty,38.0,265.89,10103.82
1290,2026-04-09,South,Clothing,2.0,205.14,410.28
1147,2026-05-04,East,Beauty,18.0,434.73,7825.14
